PairID,Pred_Score
ENG-train-0273,0.73
ENG-train-0274,1.00
ENG-train-0275,0.00
ENG-train-0276,0.57
ENG-train-0277,0.80
ENG-train-0278,1.00
ENG-train-0279,0.42
ENG-train-0280,0.00
ENG-train-0281,1.00
ENG-train-0282,0.25
ENG-train-0283,0.33
ENG-train-0284,0.29
ENG-train-0285,1.00
ENG-train-0286,0.44
ENG-train-0287,0.50
ENG-train-0288,0.75
ENG-train-0289,0.77
ENG-train-0290,0.67
ENG-train-0291,1.00
ENG-train-0292,1.00
ENG-train-0293,0.25
ENG-train-0294,0.67
ENG-train-0295,0.57
ENG-train-0296,0.44
ENG-train-0297,0.36
ENG-train-0298,0.29
ENG-train-0299,0.00
ENG-train-0300,0.18
ENG-train-0301,0.92
ENG-train-0302,0.38
ENG-train-0303,0.40
ENG-train-0304,1.00
ENG-train-0305,0.67
ENG-train-0306,0.67
ENG-train-0307,0.00
ENG-train-0308,0.57
ENG-train-0309,0.00
ENG-train-0310,0.44
ENG-train-0311,0.75
ENG-train-0312,0.00
ENG-train-0313,1.00
ENG-train-0314,0.29
ENG-train-0315,0.25
ENG-train-0316,0.40
ENG-train-0317,0.67
ENG-train-0318,0.20
ENG-train-0319,0.75
ENG-train-0320,1.00
ENG-train-0321,1.00
ENG-train-0322,0.50
ENG-train-0323,0.29
ENG-train-0324,0.33
ENG-train-0325,0.89
ENG-train-0326,1.00
ENG-train-0327,0.67
ENG-train-0328,0.40
ENG-train-0329,1.00
ENG-train-0330,0.33
ENG-train-0331,0.75
ENG-train-0332,0.00
ENG-train-0333,0.55
ENG-train-0334,1.00
ENG-train-0335,0.86
ENG-train-0336,1.00
ENG-train-0337,0.29
ENG-train-0338,0.20
ENG-train-0339,1.00
ENG-train-0340,0.80
ENG-train-0341,0.67
ENG-train-0342,0.29
ENG-train-0343,1.00
ENG-train-0344,0.71
ENG-train-0345,1.00
ENG-train-0346,0.75
ENG-train-0347,0.75
ENG-train-0348,1.00
ENG-train-0349,0.47
ENG-train-0350,0.53
ENG-train-0351,1.00
ENG-train-0352,0.89
ENG-train-0353,0.33
ENG-train-0354,0.00
ENG-train-0355,0.44
ENG-train-0356,0.67
ENG-train-0357,1.00
ENG-train-0358,0.57
ENG-train-0359,1.00
ENG-train-0360,0.73
ENG-train-0361,0.77
ENG-train-0362,0.80
ENG-train-0363,1.00
ENG-train-0364,0.80
ENG-train-0365,0.55
ENG-train-0366,0.67
ENG-train-0367,1.00
ENG-train-0368,0.38
ENG-train-0369,0.50
ENG-train-0370,0.67
ENG-train-0371,0.40
ENG-train-0372,0.50
ENG-train-0373,0.29
ENG-train-0374,0.40
ENG-train-0375,0.40
ENG-train-0376,1.00
ENG-train-0377,0.50
ENG-train-0378,0.80
ENG-train-0379,0.44
ENG-train-0380,1.00
ENG-train-0381,0.33
ENG-train-0382,0.86
ENG-train-0383,0.60
ENG-train-0384,0.33
ENG-train-0385,0.50
ENG-train-0386,1.00
ENG-train-0387,1.00
ENG-train-0388,0.67
ENG-train-0389,0.44
ENG-train-0390,1.00
ENG-train-0391,1.00
ENG-train-0392,0.62
ENG-train-0393,0.17
ENG-train-0394,0.80
ENG-train-0395,1.00
ENG-train-0396,0.57
ENG-train-0397,0.86
ENG-train-0398,0.57
ENG-train-0399,0.57
ENG-train-0400,0.86
ENG-train-0401,0.67
ENG-train-0402,0.00
ENG-train-0403,0.73
ENG-train-0404,1.00
ENG-train-0405,0.57
ENG-train-0406,1.00
ENG-train-0407,1.00
ENG-train-0408,1.00
ENG-train-0409,0.89
ENG-train-0410,0.44
ENG-train-0411,0.67
ENG-train-0412,0.57
ENG-train-0413,1.00
ENG-train-0414,0.00
ENG-train-0415,1.00
ENG-train-0416,0.80
ENG-train-0417,0.50
ENG-train-0418,0.75
ENG-train-0419,0.55
ENG-train-0420,0.00
ENG-train-0421,0.60
ENG-train-0422,1.00
ENG-train-0423,0.57
ENG-train-0424,0.75
ENG-train-0425,1.00
ENG-train-0426,0.33
ENG-train-0427,0.44
ENG-train-0428,0.62
ENG-train-0429,0.40
ENG-train-0430,0.33
ENG-train-0431,0.67
ENG-train-0432,1.00
ENG-train-0433,1.00
ENG-train-0434,0.40
ENG-train-0435,0.29
ENG-train-0436,0.00
ENG-train-0437,0.18
ENG-train-0438,0.80
ENG-train-0439,1.00
ENG-train-0440,0.33
ENG-train-0441,0.50
ENG-train-0442,1.00
ENG-train-0443,1.00
ENG-train-0444,1.00
ENG-train-0445,0.00
ENG-train-0446,0.40
ENG-train-0447,0.27
ENG-train-0448,0.75
ENG-train-0449,1.00
ENG-train-0450,0.67
ENG-train-0451,0.75
ENG-train-0452,1.00
ENG-train-0453,1.00
ENG-train-0454,0.00
ENG-train-0455,1.00
ENG-train-0456,1.00
ENG-train-0457,0.67
ENG-train-0458,0.31
ENG-train-0459,0.50
ENG-train-0460,1.00
ENG-train-0461,1.00
ENG-train-0462,0.50
ENG-train-0463,0.86
ENG-train-0464,1.00
ENG-train-0465,0.80
ENG-train-0466,1.00
ENG-train-0467,0.29
ENG-train-0468,0.50
ENG-train-0469,1.00
ENG-train-0470,0.62
ENG-train-0471,0.29
ENG-train-0472,0.40
ENG-train-0473,0.29
ENG-train-0474,0.67
ENG-train-0475,0.00
ENG-train-0476,1.00
ENG-train-0477,1.00
ENG-train-0478,0.80
ENG-train-0479,0.57
ENG-train-0480,0.57
ENG-train-0481,0.60
ENG-train-0482,0.67
ENG-train-0483,0.80
ENG-train-0484,0.20
ENG-train-0485,0.00
ENG-train-0486,0.46
ENG-train-0487,0.36
ENG-train-0488,1.00
ENG-train-0489,0.67
ENG-train-0490,0.80
ENG-train-0491,1.00
ENG-train-0492,0.14
ENG-train-0493,1.00
ENG-train-0494,0.89
ENG-train-0495,0.33
ENG-train-0496,0.50
ENG-train-0497,0.27
ENG-train-0498,1.00
ENG-train-0499,0.50
ENG-train-0500,0.00
ENG-train-0501,0.75
ENG-train-0502,0.80
ENG-train-0503,0.15
ENG-train-0504,0.62
ENG-train-0505,0.40
ENG-train-0506,0.33
ENG-train-0507,0.67
ENG-train-0508,0.86
ENG-train-0509,1.00
ENG-train-0510,0.62
ENG-train-0511,0.71
ENG-train-0512,0.40
ENG-train-0513,0.80
ENG-train-0514,0.33
ENG-train-0515,0.22
ENG-train-0516,0.44
ENG-train-0517,1.00
ENG-train-0518,0.50
ENG-train-0519,0.40
ENG-train-0520,0.67
ENG-train-0521,1.00
ENG-train-0522,0.40
ENG-train-0523,0.25
ENG-train-0524,0.50
ENG-train-0525,0.50
ENG-train-0526,0.11
ENG-train-0527,1.00
ENG-train-0528,0.57
ENG-train-0529,0.00
ENG-train-0530,1.00
ENG-train-0531,0.40
ENG-train-0532,0.67
ENG-train-0533,0.60
ENG-train-0534,0.31
ENG-train-0535,0.82
ENG-train-0536,0.50
ENG-train-0537,0.67
ENG-train-0538,0.33
ENG-train-0539,0.60
ENG-train-0540,0.29
ENG-train-0541,0.53
ENG-train-0542,1.00
ENG-train-0543,0.57
ENG-train-0544,0.27
ENG-train-0545,0.00
ENG-train-0546,0.50
ENG-train-0547,0.50
ENG-train-0548,0.00
ENG-train-0549,0.29
ENG-train-0550,0.80
ENG-train-0551,0.00
ENG-train-0552,0.67
ENG-train-0553,0.40
ENG-train-0554,0.33
ENG-train-0555,0.22
ENG-train-0556,0.22
ENG-train-0557,0.57
ENG-train-0558,0.44
ENG-train-0559,0.22
ENG-train-0560,1.00
ENG-train-0561,0.60
ENG-train-0562,0.18
ENG-train-0563,1.00
ENG-train-0564,0.86
ENG-train-0565,0.67
ENG-train-0566,0.43
ENG-train-0567,0.00
ENG-train-0568,0.00
ENG-train-0569,0.50
ENG-train-0570,0.00
ENG-train-0571,0.50
ENG-train-0572,0.80
ENG-train-0573,0.80
ENG-train-0574,1.00
ENG-train-0575,0.67
ENG-train-0576,0.33
ENG-train-0577,0.33
ENG-train-0578,0.50
ENG-train-0579,0.91
ENG-train-0580,0.50
ENG-train-0581,0.73
ENG-train-0582,1.00
ENG-train-0583,1.00
ENG-train-0584,0.75
ENG-train-0585,0.29
ENG-train-0586,0.67
ENG-train-0587,0.36
ENG-train-0588,0.89
ENG-train-0589,0.55
ENG-train-0590,0.40
ENG-train-0591,0.33
ENG-train-0592,0.60
ENG-train-0593,0.83
ENG-train-0594,0.50
ENG-train-0595,0.33
ENG-train-0596,0.75
ENG-train-0597,0.67
ENG-train-0598,0.75
ENG-train-0599,0.75
ENG-train-0600,0.31
ENG-train-0601,0.33
ENG-train-0602,0.00
ENG-train-0603,0.44
ENG-train-0604,0.36
ENG-train-0605,1.00
ENG-train-0606,0.67
ENG-train-0607,0.59
ENG-train-0608,0.50
ENG-train-0609,0.55
ENG-train-0610,1.00
ENG-train-0611,0.14
ENG-train-0612,0.13
ENG-train-0613,0.75
ENG-train-0614,0.57
ENG-train-0615,0.00
ENG-train-0616,0.00
ENG-train-0617,0.46
ENG-train-0618,1.00
ENG-train-0619,0.40
ENG-train-0620,1.00
ENG-train-0621,0.18
ENG-train-0622,1.00
ENG-train-0623,0.86
ENG-train-0624,0.00
ENG-train-0625,0.57
ENG-train-0626,0.40
ENG-train-0627,0.67
ENG-train-0628,0.00
ENG-train-0629,1.00
ENG-train-0630,1.00
ENG-train-0631,0.17
ENG-train-0632,0.29
ENG-train-0633,1.00
ENG-train-0634,0.75
ENG-train-0635,0.62
ENG-train-0636,1.00
ENG-train-0637,0.48
ENG-train-0638,0.67
ENG-train-0639,0.80
ENG-train-0640,0.29
ENG-train-0641,0.77
ENG-train-0642,0.00
ENG-train-0643,0.86
ENG-train-0644,0.25
ENG-train-0645,0.50
ENG-train-0646,1.00
ENG-train-0647,0.44
ENG-train-0648,1.00
ENG-train-0649,1.00
ENG-train-0650,0.25
ENG-train-0651,0.30
ENG-train-0652,0.25
ENG-train-0653,0.67
ENG-train-0654,0.29
ENG-train-0655,0.44
ENG-train-0656,0.33
ENG-train-0657,0.67
ENG-train-0658,0.67
ENG-train-0659,0.33
ENG-train-0660,0.40
ENG-train-0661,0.25
ENG-train-0662,0.44
ENG-train-0663,0.62
ENG-train-0664,0.33
ENG-train-0665,1.00
ENG-train-0666,0.80
ENG-train-0667,0.50
ENG-train-0668,0.22
ENG-train-0669,0.00
ENG-train-0670,1.00
ENG-train-0671,1.00
ENG-train-0672,0.15
ENG-train-0673,0.00
ENG-train-0674,1.00
ENG-train-0675,0.20
ENG-train-0676,0.67
ENG-train-0677,0.20
ENG-train-0678,0.67
ENG-train-0679,0.00
ENG-train-0680,0.83
ENG-train-0681,1.00
ENG-train-0682,0.00
ENG-train-0683,0.50
ENG-train-0684,0.25
ENG-train-0685,1.00
ENG-train-0686,0.20
ENG-train-0687,0.67
ENG-train-0688,0.40
ENG-train-0689,0.15
ENG-train-0690,0.89
ENG-train-0691,0.15
ENG-train-0692,0.57
ENG-train-0693,0.44
ENG-train-0694,0.67
ENG-train-0695,0.40
ENG-train-0696,0.00
ENG-train-0697,0.36
ENG-train-0698,0.00
ENG-train-0699,0.29
ENG-train-0700,0.33
ENG-train-0701,0.43
ENG-train-0702,0.44
ENG-train-0703,0.80
ENG-train-0704,0.29
ENG-train-0705,0.00
ENG-train-0706,1.00
ENG-train-0707,0.00
ENG-train-0708,0.33
ENG-train-0709,0.53
ENG-train-0710,0.75
ENG-train-0711,0.67
ENG-train-0712,0.00
ENG-train-0713,0.80
ENG-train-0714,0.00
ENG-train-0715,1.00
ENG-train-0716,0.44
ENG-train-0717,0.55
ENG-train-0718,0.00
ENG-train-0719,0.77
ENG-train-0720,0.14
ENG-train-0721,0.71
ENG-train-0722,0.50
ENG-train-0723,0.44
ENG-train-0724,0.57
ENG-train-0725,0.25
ENG-train-0726,0.46
ENG-train-0727,0.29
ENG-train-0728,0.33
ENG-train-0729,0.57
ENG-train-0730,0.67
ENG-train-0731,0.75
ENG-train-0732,1.00
ENG-train-0733,1.00
ENG-train-0734,0.46
ENG-train-0735,0.62
ENG-train-0736,0.31
ENG-train-0737,0.86
ENG-train-0738,1.00
ENG-train-0739,1.00
ENG-train-0740,1.00
ENG-train-0741,1.00
ENG-train-0742,0.43
ENG-train-0743,0.00
ENG-train-0744,1.00
ENG-train-0745,0.00
ENG-train-0746,0.00
ENG-train-0747,0.20
ENG-train-0748,0.00
ENG-train-0749,0.50
ENG-train-0750,0.55
ENG-train-0751,0.27
ENG-train-0752,0.67
ENG-train-0753,0.50
ENG-train-0754,0.40
ENG-train-0755,0.40
ENG-train-0756,0.40
ENG-train-0757,0.20
ENG-train-0758,0.40
ENG-train-0759,0.33
ENG-train-0760,1.00
ENG-train-0761,0.33
ENG-train-0762,0.33
ENG-train-0763,0.67
ENG-train-0764,0.22
ENG-train-0765,0.67
ENG-train-0766,0.31
ENG-train-0767,0.71
ENG-train-0768,0.40
ENG-train-0769,0.50
ENG-train-0770,1.00
ENG-train-0771,0.67
ENG-train-0772,0.18
ENG-train-0773,0.44
ENG-train-0774,1.00
ENG-train-0775,1.00
ENG-train-0776,0.50
ENG-train-0777,0.43
ENG-train-0778,0.00
ENG-train-0779,1.00
ENG-train-0780,0.89
ENG-train-0781,0.00
ENG-train-0782,0.50
ENG-train-0783,0.00
ENG-train-0784,0.55
ENG-train-0785,1.00
ENG-train-0786,0.22
ENG-train-0787,0.67
ENG-train-0788,1.00
ENG-train-0789,0.00
ENG-train-0790,1.00
ENG-train-0791,0.67
ENG-train-0792,0.00
ENG-train-0793,1.00
ENG-train-0794,0.50
ENG-train-0795,0.27
ENG-train-0796,0.67
ENG-train-0797,0.67
ENG-train-0798,0.40
ENG-train-0799,0.00
ENG-train-0800,0.57
ENG-train-0801,0.50
ENG-train-0802,0.91
ENG-train-0803,0.67
ENG-train-0804,0.50
ENG-train-0805,0.36
ENG-train-0806,0.35
ENG-train-0807,0.18
ENG-train-0808,0.00
ENG-train-0809,1.00
ENG-train-0810,0.40
ENG-train-0811,0.33
ENG-train-0812,0.40
ENG-train-0813,0.67
ENG-train-0814,0.25
ENG-train-0815,0.33
ENG-train-0816,0.22
ENG-train-0817,0.75
ENG-train-0818,0.44
ENG-train-0819,0.33
ENG-train-0820,0.44
ENG-train-0821,0.00
ENG-train-0822,1.00
ENG-train-0823,0.00
ENG-train-0824,0.00
ENG-train-0825,0.17
ENG-train-0826,0.32
ENG-train-0827,0.80
ENG-train-0828,0.75
ENG-train-0829,0.36
ENG-train-0830,0.25
ENG-train-0831,0.67
ENG-train-0832,0.46
ENG-train-0833,0.57
ENG-train-0834,0.40
ENG-train-0835,0.25
ENG-train-0836,0.67
ENG-train-0837,1.00
ENG-train-0838,0.29
ENG-train-0839,0.31
ENG-train-0840,0.29
ENG-train-0841,1.00
ENG-train-0842,1.00
ENG-train-0843,0.86
ENG-train-0844,0.20
ENG-train-0845,0.60
ENG-train-0846,1.00
ENG-train-0847,0.25
ENG-train-0848,0.00
ENG-train-0849,1.00
ENG-train-0850,0.29
ENG-train-0851,0.31
ENG-train-0852,0.25
ENG-train-0853,0.33
ENG-train-0854,0.57
ENG-train-0855,0.15
ENG-train-0856,0.60
ENG-train-0857,0.82
ENG-train-0858,0.57
ENG-train-0859,1.00
ENG-train-0860,0.29
ENG-train-0861,0.33
ENG-train-0862,1.00
ENG-train-0863,1.00
ENG-train-0864,0.50
ENG-train-0865,1.00
ENG-train-0866,0.43
ENG-train-0867,1.00
ENG-train-0868,0.91
ENG-train-0869,0.57
ENG-train-0870,0.29
ENG-train-0871,1.00
ENG-train-0872,0.50
ENG-train-0873,0.71
ENG-train-0874,0.92
ENG-train-0875,0.33
ENG-train-0876,0.75
ENG-train-0877,1.00
ENG-train-0878,0.86
ENG-train-0879,0.29
ENG-train-0880,0.25
ENG-train-0881,0.75
ENG-train-0882,0.86
ENG-train-0883,0.75
ENG-train-0884,0.40
ENG-train-0885,0.25
ENG-train-0886,0.20
ENG-train-0887,0.22
ENG-train-0888,0.33
ENG-train-0889,0.86
ENG-train-0890,1.00
ENG-train-0891,0.83
ENG-train-0892,0.17
ENG-train-0893,1.00
ENG-train-0894,0.86
ENG-train-0895,0.60
ENG-train-0896,0.40
ENG-train-0897,0.82
ENG-train-0898,0.25
ENG-train-0899,0.67
ENG-train-0900,0.75
ENG-train-0901,0.00
ENG-train-0902,1.00
ENG-train-0903,1.00
ENG-train-0904,0.00
ENG-train-0905,0.22
ENG-train-0906,0.32
ENG-train-0907,0.60
ENG-train-0908,0.33
ENG-train-0909,0.44
ENG-train-0910,0.50
ENG-train-0911,0.00
ENG-train-0912,0.46
ENG-train-0913,0.25
ENG-train-0914,0.00
ENG-train-0915,0.89
ENG-train-0916,0.00
ENG-train-0917,0.38
ENG-train-0918,1.00
ENG-train-0919,0.55
ENG-train-0920,0.89
ENG-train-0921,0.38
ENG-train-0922,0.33
ENG-train-0923,0.17
ENG-train-0924,0.20
ENG-train-0925,0.86
ENG-train-0926,0.57
ENG-train-0927,0.57
ENG-train-0928,0.44
ENG-train-0929,0.29
ENG-train-0930,0.50
ENG-train-0931,0.25
ENG-train-0932,0.29
ENG-train-0933,0.50
ENG-train-0934,0.22
ENG-train-0935,0.29
ENG-train-0936,0.36
ENG-train-0937,0.40
ENG-train-0938,0.29
ENG-train-0939,0.67
ENG-train-0940,0.15
ENG-train-0941,0.80
ENG-train-0942,0.50
ENG-train-0943,0.75
ENG-train-0944,0.29
ENG-train-0945,0.25
ENG-train-0946,0.25
ENG-train-0947,0.22
ENG-train-0948,0.13
ENG-train-0949,0.44
ENG-train-0950,1.00
ENG-train-0951,0.60
ENG-train-0952,0.44
ENG-train-0953,0.50
ENG-train-0954,0.00
ENG-train-0955,0.33
ENG-train-0956,1.00
ENG-train-0957,0.67
ENG-train-0958,0.33
ENG-train-0959,0.36
ENG-train-0960,0.67
ENG-train-0961,0.33
ENG-train-0962,0.86
ENG-train-0963,0.40
ENG-train-0964,0.50
ENG-train-0965,0.50
ENG-train-0966,1.00
ENG-train-0967,0.33
ENG-train-0968,0.62
ENG-train-0969,0.75
ENG-train-0970,1.00
ENG-train-0971,0.50
ENG-train-0972,0.32
ENG-train-0973,0.33
ENG-train-0974,0.57
ENG-train-0975,0.25
ENG-train-0976,0.80
ENG-train-0977,0.67
ENG-train-0978,0.67
ENG-train-0979,0.18
ENG-train-0980,0.25
ENG-train-0981,0.67
ENG-train-0982,0.56
ENG-train-0983,0.67
ENG-train-0984,0.44
ENG-train-0985,0.33
ENG-train-0986,0.36
ENG-train-0987,0.50
ENG-train-0988,0.67
ENG-train-0989,0.71
ENG-train-0990,0.67
ENG-train-0991,0.43
ENG-train-0992,0.31
ENG-train-0993,0.50
ENG-train-0994,0.22
ENG-train-0995,0.00
ENG-train-0996,1.00
ENG-train-0997,0.57
ENG-train-0998,0.67
ENG-train-0999,0.10
ENG-train-1000,0.73
ENG-train-1001,0.00
ENG-train-1002,0.83
ENG-train-1003,0.00
ENG-train-1004,0.00
ENG-train-1005,0.50
ENG-train-1006,0.22
ENG-train-1007,0.86
ENG-train-1008,0.15
ENG-train-1009,0.00
ENG-train-1010,0.30
ENG-train-1011,0.25
ENG-train-1012,0.22
ENG-train-1013,0.40
ENG-train-1014,1.00
ENG-train-1015,0.55
ENG-train-1016,0.91
ENG-train-1017,0.50
ENG-train-1018,0.50
ENG-train-1019,0.89
ENG-train-1020,0.43
ENG-train-1021,0.89
ENG-train-1022,0.36
ENG-train-1023,1.00
ENG-train-1024,0.55
ENG-train-1025,0.00
ENG-train-1026,0.17
ENG-train-1027,1.00
ENG-train-1028,0.00
ENG-train-1029,0.80
ENG-train-1030,0.29
ENG-train-1031,0.29
ENG-train-1032,0.15
ENG-train-1033,0.50
ENG-train-1034,0.60
ENG-train-1035,0.67
ENG-train-1036,1.00
ENG-train-1037,0.40
ENG-train-1038,0.20
ENG-train-1039,0.40
ENG-train-1040,0.40
ENG-train-1041,1.00
ENG-train-1042,0.80
ENG-train-1043,0.86
ENG-train-1044,0.44
ENG-train-1045,0.15
ENG-train-1046,0.29
ENG-train-1047,0.50
ENG-train-1048,0.40
ENG-train-1049,0.17
ENG-train-1050,0.20
ENG-train-1051,0.53
ENG-train-1052,1.00
ENG-train-1053,0.88
ENG-train-1054,0.40
ENG-train-1055,0.57
ENG-train-1056,0.43
ENG-train-1057,0.91
ENG-train-1058,1.00
ENG-train-1059,1.00
ENG-train-1060,0.44
ENG-train-1061,0.29
ENG-train-1062,0.50
ENG-train-1063,0.53
ENG-train-1064,0.63
ENG-train-1065,0.33
ENG-train-1066,0.86
ENG-train-1067,0.33
ENG-train-1068,0.00
ENG-train-1069,0.40
ENG-train-1070,0.67
ENG-train-1071,0.60
ENG-train-1072,0.00
ENG-train-1073,0.22
ENG-train-1074,0.20
